part_name,date,demand,lead_time
Electric Motor,2022-03-29,930,12
Electric Motor,2022-03-30,1056,12
Electric Motor,2022-03-31,982,10
Electric Motor,2022-04-01,970,10
Electric Motor,2022-04-02,1006,8
Electric Motor,2022-04-03,942,8
Electric Motor,2022-04-04,1020,10
Electric Motor,2022-04-05,978,11
Electric Motor,2022-04-06,1240,12
Electric Motor,2022-04-07,1092,8
Electric Motor,2022-04-08,1039,13
Electric Motor,2022-04-09,1085,9
Electric Motor,2022-04-10,1060,10
Electric Motor,2022-04-11,1080,9
Electric Motor,2022-04-12,1144,5
Electric Motor,2022-04-13,1150,12
Electric Motor,2022-04-14,1040,11
Electric Motor,2022-04-15,1028,9
Electric Motor,2022-04-16,1012,10
Electric Motor,2022-04-17,839,11
Electric Motor,2022-04-18,921,7
Electric Motor,2022-04-19,1141,9
Electric Motor,2022-04-20,1152,12
Electric Motor,2022-04-21,991,7
Electric Motor,2022-04-22,1049,11
Electric Motor,2022-04-23,991,7
Electric Motor,2022-04-24,1207,11
Electric Motor,2022-04-25,1077,10
Electric Motor,2022-04-26,977,7
Electric Motor,2022-04-27,912,12
Electric Motor,2022-04-28,863,9
Electric Motor,2022-04-29,1012,8
Electric Motor,2022-04-30,912,10
Electric Motor,2022-05-01,866,12
Electric Motor,2022-05-02,966,8
Electric Motor,2022-05-03,940,10
Electric Motor,2022-05-04,1170,11
Electric Motor,2022-05-05,1114,11
Electric Motor,2022-05-06,1050,10
Electric Motor,2022-05-07,1145,9
Electric Motor,2022-05-08,1037,8
Electric Motor,2022-05-09,994,10
Electric Motor,2022-05-10,1185,8
Electric Motor,2022-05-11,1105,4
Electric Motor,2022-05-12,975,11
Electric Motor,2022-05-13,1037,12
Electric Motor,2022-05-14,944,5
Electric Motor,2022-05-15,894,8
Electric Motor,2022-05-16,1098,11
Electric Motor,2022-05-17,1164,14
Electric Motor,2022-05-18,887,10
Electric Motor,2022-05-19,1032,9
Electric Motor,2022-05-20,922,10
Electric Motor,2022-05-21,894,13
Electric Motor,2022-05-22,875,9
Electric Motor,2022-05-23,874,8
Electric Motor,2022-05-24,940,9
Electric Motor,2022-05-25,864,8
Electric Motor,2022-05-26,949,10
Electric Motor,2022-05-27,922,13
Electric Motor,2022-05-28,878,11
Electric Motor,2022-05-29,827,9
Electric Motor,2022-05-30,888,9
Electric Motor,2022-05-31,1000,7
Electric Motor,2022-06-01,986,12
Electric Motor,2022-06-02,875,10
Electric Motor,2022-06-03,969,10
Electric Motor,2022-06-04,998,16
Electric Motor,2022-06-05,811,11
Electric Motor,2022-06-06,1023,8
Electric Motor,2022-06-07,931,9
Electric Motor,2022-06-08,1032,12
Electric Motor,2022-06-09,925,10
Electric Motor,2022-06-10,840,7
Electric Motor,2022-06-11,820,12
Electric Motor,2022-06-12,948,9
Electric Motor,2022-06-13,987,14
Electric Motor,2022-06-14,884,12
Electric Motor,2022-06-15,996,9
Electric Motor,2022-06-16,799,13
Electric Motor,2022-06-17,914,10
Electric Motor,2022-06-18,779,12
Electric Motor,2022-06-19,810,11
Electric Motor,2022-06-20,883,8
Electric Motor,2022-06-21,799,9
Electric Motor,2022-06-22,826,12
Electric Motor,2022-06-23,929,9
Electric Motor,2022-06-24,795,9
Electric Motor,2022-06-25,873,8
Electric Motor,2022-06-26,713,11
Electric Motor,2022-06-27,875,14
Electric Motor,2022-06-28,949,8
Electric Motor,2022-06-29,639,10
Electric Motor,2022-06-30,778,13
Electric Motor,2022-07-01,894,10
Electric Motor,2022-07-02,808,11
Electric Motor,2022-07-03,861,8
Electric Motor,2022-07-04,819,11
Electric Motor,2022-07-05,881,10
Electric Motor,2022-07-06,867,12
Electric Motor,2022-07-07,977,12
Electric Motor,2022-07-08,907,15
Electric Motor,2022-07-09,884,11
Electric Motor,2022-07-10,823,11
Electric Motor,2022-07-11,844,10
Electric Motor,2022-07-12,843,9
Electric Motor,2022-07-13,901,11
Electric Motor,2022-07-14,827,9
Electric Motor,2022-07-15,873,10
Electric Motor,2022-07-16,974,13
Electric Motor,2022-07-17,864,8
Electric Motor,2022-07-18,785,12
Electric Motor,2022-07-19,894,13
Electric Motor,2022-07-20,752,10
Electric Motor,2022-07-21,609,6
Electric Motor,2022-07-22,681,9
Electric Motor,2022-07-23,572,13
Electric Motor,2022-07-24,686,10
Electric Motor,2022-07-25,740,8
Electric Motor,2022-07-26,869,9
Electric Motor,2022-07-27,760,12
Electric Motor,2022-07-28,717,11
Electric Motor,2022-07-29,803,10
Electric Motor,2022-07-30,535,9
Electric Motor,2022-07-31,736,9
Electric Motor,2022-08-01,815,8
Electric Motor,2022-08-02,643,13
Electric Motor,2022-08-03,860,9
Electric Motor,2022-08-04,803,12
Electric Motor,2022-08-05,749,13
Electric Motor,2022-08-06,808,12
Electric Motor,2022-08-07,943,9
Electric Motor,2022-08-08,808,11
Electric Motor,2022-08-09,814,10
Electric Motor,2022-08-10,755,8
Electric Motor,2022-08-11,720,11
Electric Motor,2022-08-12,849,8
Electric Motor,2022-08-13,676,12
Electric Motor,2022-08-14,741,9
Electric Motor,2022-08-15,716,10
Electric Motor,2022-08-16,781,11
Electric Motor,2022-08-17,757,9
Electric Motor,2022-08-18,801,11
Electric Motor,2022-08-19,664,9
Electric Motor,2022-08-20,642,12
Electric Motor,2022-08-21,575,7
Electric Motor,2022-08-22,638,10
Electric Motor,2022-08-23,697,14
Electric Motor,2022-08-24,721,8
Electric Motor,2022-08-25,584,9
Electric Motor,2022-08-26,726,11
Electric Motor,2022-08-27,736,10
Electric Motor,2022-08-28,663,11
Electric Motor,2022-08-29,815,11
Electric Motor,2022-08-30,609,11
Electric Motor,2022-08-31,579,12
Electric Motor,2022-09-01,545,11
Electric Motor,2022-09-02,815,10
Electric Motor,2022-09-03,727,11
Electric Motor,2022-09-04,678,14
Electric Motor,2022-09-05,742,10
Electric Motor,2022-09-06,635,8
Electric Motor,2022-09-07,926,12
Electric Motor,2022-09-08,743,10
Electric Motor,2022-09-09,742,6
Electric Motor,2022-09-10,760,12
Electric Motor,2022-09-11,736,9
Electric Motor,2022-09-12,740,10
Electric Motor,2022-09-13,652,11
Electric Motor,2022-09-14,744,10
Electric Motor,2022-09-15,847,11
Electric Motor,2022-09-16,793,9
Electric Motor,2022-09-17,772,11
Electric Motor,2022-09-18,593,9
Electric Motor,2022-09-19,574,11
Electric Motor,2022-09-20,634,11
Electric Motor,2022-09-21,640,8
Electric Motor,2022-09-22,716,12
Electric Motor,2022-09-23,489,9
Electric Motor,2022-09-24,714,12
Electric Motor,2022-09-25,578,11
Electric Motor,2022-09-26,588,14
Electric Motor,2022-09-27,545,10
Electric Motor,2022-09-28,500,9
Electric Motor,2022-09-29,705,10
Electric Motor,2022-09-30,654,9
Electric Motor,2022-10-01,525,12
Electric Motor,2022-10-02,534,7
Electric Motor,2022-10-03,652,8
Electric Motor,2022-10-04,822,8
Electric Motor,2022-10-05,677,12
Electric Motor,2022-10-06,586,13
Electric Motor,2022-10-07,693,10
Electric Motor,2022-10-08,666,10
Electric Motor,2022-10-09,476,10
Electric Motor,2022-10-10,718,12
Electric Motor,2022-10-11,703,8
Electric Motor,2022-10-12,775,10
Electric Motor,2022-10-13,862,12
Electric Motor,2022-10-14,798,11
Electric Motor,2022-10-15,649,10
Electric Motor,2022-10-16,573,12
Electric Motor,2022-10-17,888,5
Electric Motor,2022-10-18,678,11
Electric Motor,2022-10-19,665,9
Electric Motor,2022-10-20,654,6
Electric Motor,2022-10-21,665,11
Electric Motor,2022-10-22,602,13
Electric Motor,2022-10-23,563,10
Electric Motor,2022-10-24,594,12
Electric Motor,2022-10-25,635,13
Electric Motor,2022-10-26,597,13
Electric Motor,2022-10-27,588,13
Electric Motor,2022-10-28,660,11
Electric Motor,2022-10-29,609,10
Electric Motor,2022-10-30,760,7
Electric Motor,2022-10-31,469,10
Electric Motor,2022-11-01,780,8
Electric Motor,2022-11-02,804,14
Electric Motor,2022-11-03,551,10
Electric Motor,2022-11-04,701,10
Electric Motor,2022-11-05,679,11
Electric Motor,2022-11-06,605,10
Electric Motor,2022-11-07,693,13
Electric Motor,2022-11-08,672,9
Electric Motor,2022-11-09,905,10
Electric Motor,2022-11-10,841,9
Electric Motor,2022-11-11,868,7
Electric Motor,2022-11-12,792,9
Electric Motor,2022-11-13,639,10
Electric Motor,2022-11-14,712,9
Electric Motor,2022-11-15,787,9
Electric Motor,2022-11-16,642,7
Electric Motor,2022-11-17,789,10
Electric Motor,2022-11-18,705,7
Electric Motor,2022-11-19,658,12
Electric Motor,2022-11-20,738,10
Electric Motor,2022-11-21,742,7
Electric Motor,2022-11-22,675,9
Electric Motor,2022-11-23,795,8
Electric Motor,2022-11-24,617,11
Electric Motor,2022-11-25,755,13
Electric Motor,2022-11-26,728,6
Electric Motor,2022-11-27,663,10
Electric Motor,2022-11-28,753,10
Electric Motor,2022-11-29,638,11
Electric Motor,2022-11-30,824,10
Electric Motor,2022-12-01,748,8
Electric Motor,2022-12-02,734,9
Electric Motor,2022-12-03,843,8
Electric Motor,2022-12-04,716,12
Electric Motor,2022-12-05,702,10
Electric Motor,2022-12-06,701,14
Electric Motor,2022-12-07,883,10
Electric Motor,2022-12-08,740,9
Electric Motor,2022-12-09,989,7
Electric Motor,2022-12-10,655,6
Electric Motor,2022-12-11,959,7
Electric Motor,2022-12-12,870,11
Electric Motor,2022-12-13,843,11
Electric Motor,2022-12-14,803,7
Electric Motor,2022-12-15,873,12
Electric Motor,2022-12-16,832,9
Electric Motor,2022-12-17,887,10
Electric Motor,2022-12-18,801,13
Electric Motor,2022-12-19,827,12
Electric Motor,2022-12-20,780,9
Electric Motor,2022-12-21,800,8
Electric Motor,2022-12-22,826,6
Electric Motor,2022-12-23,663,9
Electric Motor,2022-12-24,663,10
Electric Motor,2022-12-25,833,8
Electric Motor,2022-12-26,822,10
Electric Motor,2022-12-27,800,10
Electric Motor,2022-12-28,825,10
Electric Motor,2022-12-29,862,9
Electric Motor,2022-12-30,803,10
Electric Motor,2022-12-31,767,11
Electric Motor,2023-01-01,859,8
Electric Motor,2023-01-02,809,13
Electric Motor,2023-01-03,933,10
Electric Motor,2023-01-04,777,10
Electric Motor,2023-01-05,1008,11
Electric Motor,2023-01-06,974,10
Electric Motor,2023-01-07,935,12
Electric Motor,2023-01-08,1000,11
Electric Motor,2023-01-09,1090,9
Electric Motor,2023-01-10,1040,11
Electric Motor,2023-01-11,813,8
Electric Motor,2023-01-12,856,10
Electric Motor,2023-01-13,905,10
Electric Motor,2023-01-14,923,10
Electric Motor,2023-01-15,956,10
Electric Motor,2023-01-16,880,6
Electric Motor,2023-01-17,946,9
Electric Motor,2023-01-18,864,10
Electric Motor,2023-01-19,870,10
Electric Motor,2023-01-20,801,8
Electric Motor,2023-01-21,805,13
Electric Motor,2023-01-22,769,8
Electric Motor,2023-01-23,828,12
Electric Motor,2023-01-24,992,11
Electric Motor,2023-01-25,836,9
Electric Motor,2023-01-26,1128,14
Electric Motor,2023-01-27,965,8
Electric Motor,2023-01-28,919,12
Electric Motor,2023-01-29,847,12
Electric Motor,2023-01-30,1014,9
Electric Motor,2023-01-31,925,13
Electric Motor,2023-02-01,994,9
Electric Motor,2023-02-02,1202,11
Electric Motor,2023-02-03,1003,11
Electric Motor,2023-02-04,1084,10
Electric Motor,2023-02-05,947,12
Electric Motor,2023-02-06,1039,12
Electric Motor,2023-02-07,1191,7
Electric Motor,2023-02-08,1004,13
Electric Motor,2023-02-09,1202,7
Electric Motor,2023-02-10,1114,12
Electric Motor,2023-02-11,982,12
Electric Motor,2023-02-12,1074,8
Electric Motor,2023-02-13,1126,9
Electric Motor,2023-02-14,1092,8
Electric Motor,2023-02-15,910,10
Electric Motor,2023-02-16,969,9
Electric Motor,2023-02-17,1000,12
Electric Motor,2023-02-18,977,13
Electric Motor,2023-02-19,1025,13
Electric Motor,2023-02-20,1014,9
Electric Motor,2023-02-21,889,10
Electric Motor,2023-02-22,1024,7
Electric Motor,2023-02-23,1042,8
Electric Motor,2023-02-24,1040,12
Electric Motor,2023-02-25,1055,13
Electric Motor,2023-02-26,1041,8
Electric Motor,2023-02-27,1049,9
Electric Motor,2023-02-28,1016,10
Electric Motor,2023-03-01,899,11
Electric Motor,2023-03-02,1078,8
Electric Motor,2023-03-03,1072,11
Electric Motor,2023-03-04,1059,9
Electric Motor,2023-03-05,947,10
Electric Motor,2023-03-06,1004,11
Electric Motor,2023-03-07,1184,10
Electric Motor,2023-03-08,1105,9
Electric Motor,2023-03-09,1170,10
Electric Motor,2023-03-10,1122,10
Electric Motor,2023-03-11,1095,9
Electric Motor,2023-03-12,1168,9
Electric Motor,2023-03-13,1079,13
Electric Motor,2023-03-14,1125,11
Electric Motor,2023-03-15,1074,9
Electric Motor,2023-03-16,1069,11
Electric Motor,2023-03-17,1071,9
Electric Motor,2023-03-18,1075,12
Electric Motor,2023-03-19,1009,11
Electric Motor,2023-03-20,1169,10
Electric Motor,2023-03-21,988,11
Electric Motor,2023-03-22,1037,7
Electric Motor,2023-03-23,1011,8
Electric Motor,2023-03-24,1157,8
Electric Motor,2023-03-25,1024,10
Electric Motor,2023-03-26,1090,13
Electric Motor,2023-03-27,920,14
Electric Motor,2023-03-28,1063,11
Electric Motor,2023-03-29,1118,11
Electric Motor,2023-03-30,1060,6
Electric Motor,2023-03-31,1147,9
Electric Motor,2023-04-01,1000,8
Electric Motor,2023-04-02,1164,9
Electric Motor,2023-04-03,1276,10
Electric Motor,2023-04-04,1073,9
Electric Motor,2023-04-05,1076,6
Electric Motor,2023-04-06,1237,11
Electric Motor,2023-04-07,1254,8
Electric Motor,2023-04-08,1062,10
Electric Motor,2023-04-09,1074,14
Electric Motor,2023-04-10,1117,8
Electric Motor,2023-04-11,1031,5
Electric Motor,2023-04-12,1062,9
Electric Motor,2023-04-13,1051,12
Electric Motor,2023-04-14,1063,14
Electric Motor,2023-04-15,1083,8
Electric Motor,2023-04-16,1095,11
Electric Motor,2023-04-17,1220,9
Electric Motor,2023-04-18,1005,10
Electric Motor,2023-04-19,1153,15
Electric Motor,2023-04-20,1046,7
Electric Motor,2023-04-21,1050,11
Electric Motor,2023-04-22,1069,11
Electric Motor,2023-04-23,918,12
Electric Motor,2023-04-24,1063,10
Electric Motor,2023-04-25,1042,11
Electric Motor,2023-04-26,1066,9
Electric Motor,2023-04-27,1051,11
Electric Motor,2023-04-28,1227,9
Electric Motor,2023-04-29,953,11
Electric Motor,2023-04-30,968,9
Electric Motor,2023-05-01,998,11
Electric Motor,2023-05-02,1011,10
Electric Motor,2023-05-03,1013,12
Electric Motor,2023-05-04,1168,10
Electric Motor,2023-05-05,1195,6
Electric Motor,2023-05-06,1013,13
Electric Motor,2023-05-07,999,8
Electric Motor,2023-05-08,1138,9
Electric Motor,2023-05-09,1059,9
Electric Motor,2023-05-10,1154,13
Electric Motor,2023-05-11,1119,6
Electric Motor,2023-05-12,978,16
Electric Motor,2023-05-13,1187,12
Electric Motor,2023-05-14,1200,10
Electric Motor,2023-05-15,1028,10
Electric Motor,2023-05-16,1035,11
Electric Motor,2023-05-17,1078,11
Electric Motor,2023-05-18,1069,11
Electric Motor,2023-05-19,1082,11
Electric Motor,2023-05-20,1148,10
Electric Motor,2023-05-21,961,10
Electric Motor,2023-05-22,931,10
Electric Motor,2023-05-23,875,10
Electric Motor,2023-05-24,919,12
Electric Motor,2023-05-25,969,11
Electric Motor,2023-05-26,1111,4
Electric Motor,2023-05-27,895,11
Electric Motor,2023-05-28,954,10
Electric Motor,2023-05-29,967,10
Electric Motor,2023-05-30,1068,9
Electric Motor,2023-05-31,1180,12
Electric Motor,2023-06-01,942,12
Electric Motor,2023-06-02,952,8
Electric Motor,2023-06-03,1053,11
Electric Motor,2023-06-04,1031,8
Electric Motor,2023-06-05,1161,7
Electric Motor,2023-06-06,1065,9
Electric Motor,2023-06-07,994,12
Electric Motor,2023-06-08,1073,12
Electric Motor,2023-06-09,1115,11
Electric Motor,2023-06-10,1060,11
Electric Motor,2023-06-11,1032,11
Electric Motor,2023-06-12,1101,9
Electric Motor,2023-06-13,1102,11
Electric Motor,2023-06-14,1109,12
Electric Motor,2023-06-15,1039,12
Electric Motor,2023-06-16,962,12
Electric Motor,2023-06-17,944,11
Electric Motor,2023-06-18,1015,11
Electric Motor,2023-06-19,870,12
Electric Motor,2023-06-20,952,10
Electric Motor,2023-06-21,879,8
Electric Motor,2023-06-22,902,10
Electric Motor,2023-06-23,992,9
Electric Motor,2023-06-24,868,9
Electric Motor,2023-06-25,851,10
Electric Motor,2023-06-26,765,8
Electric Motor,2023-06-27,932,9
Electric Motor,2023-06-28,925,6
Electric Motor,2023-06-29,1049,10
Electric Motor,2023-06-30,856,10
Electric Motor,2023-07-01,873,8
Electric Motor,2023-07-02,882,11
Electric Motor,2023-07-03,1025,12
Electric Motor,2023-07-04,898,7
Electric Motor,2023-07-05,935,8
Electric Motor,2023-07-06,967,8
Electric Motor,2023-07-07,938,8
Electric Motor,2023-07-08,860,12
Electric Motor,2023-07-09,913,10
Electric Motor,2023-07-10,1012,9
Electric Motor,2023-07-11,842,6
Electric Motor,2023-07-12,929,11
Electric Motor,2023-07-13,856,8
Electric Motor,2023-07-14,999,10
Electric Motor,2023-07-15,741,11
Electric Motor,2023-07-16,806,13
Electric Motor,2023-07-17,898,7
Electric Motor,2023-07-18,980,4
Electric Motor,2023-07-19,836,10
Electric Motor,2023-07-20,783,14
Electric Motor,2023-07-21,966,12
Electric Motor,2023-07-22,658,10
Electric Motor,2023-07-23,588,9
Electric Motor,2023-07-24,821,12
Electric Motor,2023-07-25,740,8
Electric Motor,2023-07-26,694,11
Electric Motor,2023-07-27,831,11
Electric Motor,2023-07-28,794,12
Electric Motor,2023-07-29,701,16
Electric Motor,2023-07-30,648,11
Electric Motor,2023-07-31,855,9
Electric Motor,2023-08-01,844,10
Electric Motor,2023-08-02,791,6
Electric Motor,2023-08-03,954,9
Electric Motor,2023-08-04,728,9
Electric Motor,2023-08-05,668,9
Electric Motor,2023-08-06,741,10
Electric Motor,2023-08-07,827,8
Electric Motor,2023-08-08,853,12
Electric Motor,2023-08-09,815,10
Electric Motor,2023-08-10,861,10
Electric Motor,2023-08-11,729,9
Electric Motor,2023-08-12,910,10
Electric Motor,2023-08-13,780,12
Electric Motor,2023-08-14,897,8
Electric Motor,2023-08-15,825,9
Electric Motor,2023-08-16,822,9
Electric Motor,2023-08-17,819,7
Electric Motor,2023-08-18,797,8
Electric Motor,2023-08-19,770,9
Electric Motor,2023-08-20,813,12
Electric Motor,2023-08-21,741,11
Electric Motor,2023-08-22,773,10
Electric Motor,2023-08-23,701,12
Electric Motor,2023-08-24,817,10
Electric Motor,2023-08-25,644,11
Electric Motor,2023-08-26,810,10
Electric Motor,2023-08-27,664,11
Electric Motor,2023-08-28,585,9
Electric Motor,2023-08-29,714,5
Electric Motor,2023-08-30,655,10
Electric Motor,2023-08-31,784,13
Electric Motor,2023-09-01,673,12
Electric Motor,2023-09-02,668,12
Electric Motor,2023-09-03,561,12
Electric Motor,2023-09-04,714,10
Electric Motor,2023-09-05,564,10
Electric Motor,2023-09-06,637,9
Electric Motor,2023-09-07,830,9
Electric Motor,2023-09-08,835,11
Electric Motor,2023-09-09,777,12
Electric Motor,2023-09-10,665,10
Electric Motor,2023-09-11,765,9
Electric Motor,2023-09-12,764,10
Electric Motor,2023-09-13,665,11
Electric Motor,2023-09-14,869,7
Electric Motor,2023-09-15,809,5
Electric Motor,2023-09-16,681,9
Electric Motor,2023-09-17,690,8
Electric Motor,2023-09-18,723,9
Electric Motor,2023-09-19,533,10
Electric Motor,2023-09-20,666,9
Electric Motor,2023-09-21,623,13
Electric Motor,2023-09-22,590,11
Electric Motor,2023-09-23,613,11
Electric Motor,2023-09-24,776,11
Electric Motor,2023-09-25,712,8
Electric Motor,2023-09-26,616,12
Electric Motor,2023-09-27,711,10
Electric Motor,2023-09-28,782,11
Electric Motor,2023-09-29,751,8
Electric Motor,2023-09-30,661,7
Electric Motor,2023-10-01,614,12
Electric Motor,2023-10-02,761,11
Electric Motor,2023-10-03,747,8
Electric Motor,2023-10-04,798,8
Electric Motor,2023-10-05,787,12
Electric Motor,2023-10-06,828,8
Electric Motor,2023-10-07,679,13
Electric Motor,2023-10-08,833,8
Electric Motor,2023-10-09,777,11
Electric Motor,2023-10-10,929,9
Electric Motor,2023-10-11,707,11
Electric Motor,2023-10-12,899,9
Electric Motor,2023-10-13,771,10
Electric Motor,2023-10-14,667,10
Electric Motor,2023-10-15,673,8
Electric Motor,2023-10-16,708,11
Electric Motor,2023-10-17,759,9
Electric Motor,2023-10-18,757,10
Electric Motor,2023-10-19,660,8
Electric Motor,2023-10-20,696,5
Electric Motor,2023-10-21,832,10
Electric Motor,2023-10-22,793,15
Electric Motor,2023-10-23,715,12
Electric Motor,2023-10-24,681,10
Electric Motor,2023-10-25,687,9
Electric Motor,2023-10-26,728,10
Electric Motor,2023-10-27,602,11
Electric Motor,2023-10-28,639,8
Electric Motor,2023-10-29,534,12
Electric Motor,2023-10-30,739,11
Electric Motor,2023-10-31,770,11
Electric Motor,2023-11-01,691,11
Electric Motor,2023-11-02,868,10
Electric Motor,2023-11-03,656,11
Electric Motor,2023-11-04,618,11
Electric Motor,2023-11-05,764,9
Electric Motor,2023-11-06,869,9
Electric Motor,2023-11-07,928,10
Electric Motor,2023-11-08,763,13
Electric Motor,2023-11-09,890,8
Electric Motor,2023-11-10,803,7
Electric Motor,2023-11-11,763,10
Electric Motor,2023-11-12,845,10
Electric Motor,2023-11-13,853,10
Electric Motor,2023-11-14,670,10
Electric Motor,2023-11-15,907,10
Electric Motor,2023-11-16,892,13
Electric Motor,2023-11-17,724,7
Electric Motor,2023-11-18,768,8
Electric Motor,2023-11-19,769,10
Electric Motor,2023-11-20,774,7
Electric Motor,2023-11-21,704,10
Electric Motor,2023-11-22,690,13
Electric Motor,2023-11-23,740,10
Electric Motor,2023-11-24,836,10
Electric Motor,2023-11-25,759,7
Electric Motor,2023-11-26,690,9
Electric Motor,2023-11-27,818,9
Electric Motor,2023-11-28,537,9
Electric Motor,2023-11-29,867,13
Electric Motor,2023-11-30,647,11
Electric Motor,2023-12-01,770,8
Electric Motor,2023-12-02,693,10
Electric Motor,2023-12-03,692,11
Electric Motor,2023-12-04,932,12
Electric Motor,2023-12-05,814,13
Electric Motor,2023-12-06,890,8
Electric Motor,2023-12-07,869,8
Electric Motor,2023-12-08,919,7
Electric Motor,2023-12-09,863,10
Electric Motor,2023-12-10,759,11
Electric Motor,2023-12-11,973,12
Electric Motor,2023-12-12,854,10
Electric Motor,2023-12-13,767,9
Electric Motor,2023-12-14,854,10
Electric Motor,2023-12-15,1003,8
Electric Motor,2023-12-16,915,14
Electric Motor,2023-12-17,812,7
Electric Motor,2023-12-18,835,10
Electric Motor,2023-12-19,831,14
Electric Motor,2023-12-20,1017,10
Electric Motor,2023-12-21,876,10
Electric Motor,2023-12-22,877,9
Electric Motor,2023-12-23,893,10
Electric Motor,2023-12-24,830,13
Electric Motor,2023-12-25,822,6
Electric Motor,2023-12-26,831,13
Electric Motor,2023-12-27,848,7
Electric Motor,2023-12-28,859,9
Electric Motor,2023-12-29,930,9
Electric Motor,2023-12-30,858,11
Electric Motor,2023-12-31,925,7
Electric Motor,2024-01-01,903,11
Charging Port,2021-01-01,1260,7
Charging Port,2021-01-02,1169,3
Charging Port,2021-01-03,1278,9
Charging Port,2021-01-04,1428,8
Charging Port,2021-01-05,1230,9
Charging Port,2021-01-06,1241,1
Charging Port,2021-01-07,1469,11
Charging Port,2021-01-08,1379,7
Charging Port,2021-01-09,1206,9
Charging Port,2021-01-10,1331,5
Charging Port,2021-01-11,1241,8
Charging Port,2021-01-12,1241,5
Charging Port,2021-01-13,1323,6
Charging Port,2021-01-14,1061,11
Charging Port,2021-01-15,1079,7
Charging Port,2021-01-16,1184,7
Charging Port,2021-01-17,1125,9
Charging Port,2021-01-18,1309,8
Charging Port,2021-01-19,1158,7
Charging Port,2021-01-20,1095,8
Charging Port,2021-01-21,1439,12
Charging Port,2021-01-22,1236,7
Charging Port,2021-01-23,1243,7
Charging Port,2021-01-24,1068,9
Charging Port,2021-01-25,1210,9
Charging Port,2021-01-26,1297,9
Charging Port,2021-01-27,1156,8
Charging Port,2021-01-28,1351,5
Charging Port,2021-01-29,1247,10
Charging Port,2021-01-30,1269,5
Charging Port,2021-01-31,1246,8
Charging Port,2021-02-01,1586,5
Charging Port,2021-02-02,1376,7
Charging Port,2021-02-03,1265,8
Charging Port,2021-02-04,1503,8
Charging Port,2021-02-05,1270,8
Charging Port,2021-02-06,1421,10
Charging Port,2021-02-07,1168,8
Charging Port,2021-02-08,1279,7
Charging Port,2021-02-09,1466,9
Charging Port,2021-02-10,1532,9
Charging Port,2021-02-11,1463,5
Charging Port,2021-02-12,1426,8
Charging Port,2021-02-13,1369,8
Charging Port,2021-02-14,1223,6
Charging Port,2021-02-15,1337,10
Charging Port,2021-02-16,1362,7
Charging Port,2021-02-17,1538,7
Charging Port,2021-02-18,1446,7
Charging Port,2021-02-19,1189,7
Charging Port,2021-02-20,1405,5
Charging Port,2021-02-21,1318,4
Charging Port,2021-02-22,1313,10
Charging Port,2021-02-23,1469,5
Charging Port,2021-02-24,1523,5
Charging Port,2021-02-25,1517,3
Charging Port,2021-02-26,1313,6
Charging Port,2021-02-27,1356,4
Charging Port,2021-02-28,1443,10
Charging Port,2021-03-01,1563,9
Charging Port,2021-03-02,1401,6
Charging Port,2021-03-03,1449,12
Charging Port,2021-03-04,1352,9
Charging Port,2021-03-05,1353,6
Charging Port,2021-03-06,1576,2
Charging Port,2021-03-07,1651,12
Charging Port,2021-03-08,1518,4
Charging Port,2021-03-09,1653,4
Charging Port,2021-03-10,1581,9
Charging Port,2021-03-11,1462,12
Charging Port,2021-03-12,1583,10
Charging Port,2021-03-13,1692,8
Charging Port,2021-03-14,1499,8
Charging Port,2021-03-15,1715,9
Charging Port,2021-03-16,1206,9
Charging Port,2021-03-17,1610,8
Charging Port,2021-03-18,1514,7
Charging Port,2021-03-19,1458,7
Charging Port,2021-03-20,1467,5
Charging Port,2021-03-21,1210,6
Charging Port,2021-03-22,1445,4
Charging Port,2021-03-23,1509,7
Charging Port,2021-03-24,1640,5
Charging Port,2021-03-25,1399,5
Charging Port,2021-03-26,1365,7
Charging Port,2021-03-27,1374,10
Charging Port,2021-03-28,1548,9
Charging Port,2021-03-29,1514,4
Charging Port,2021-03-30,1419,5
Charging Port,2021-03-31,1553,9
Charging Port,2021-04-01,1513,5
Charging Port,2021-04-02,1628,7
Charging Port,2021-04-03,1408,8
Charging Port,2021-04-04,1463,5
Charging Port,2021-04-05,1494,7
Charging Port,2021-04-06,1374,4
Charging Port,2021-04-07,1592,6
Charging Port,2021-04-08,1592,8
Charging Port,2021-04-09,1564,4
Charging Port,2021-04-10,1505,8
Charging Port,2021-04-11,1362,7
Charging Port,2021-04-12,1507,8
Charging Port,2021-04-13,1511,7
Charging Port,2021-04-14,1448,10
Charging Port,2021-04-15,1516,7
Charging Port,2021-04-16,1573,6
Charging Port,2021-04-17,1710,7
Charging Port,2021-04-18,1493,8
Charging Port,2021-04-19,1521,7
Charging Port,2021-04-20,1471,7
Charging Port,2021-04-21,1240,6
Charging Port,2021-04-22,1458,6
Charging Port,2021-04-23,1462,4
Charging Port,2021-04-24,1715,10
Charging Port,2021-04-25,1393,5
Charging Port,2021-04-26,1481,6
Charging Port,2021-04-27,1442,6
Charging Port,2021-04-28,1309,9
Charging Port,2021-04-29,1591,6
Charging Port,2021-04-30,1550,9
Charging Port,2021-05-01,1531,6
Charging Port,2021-05-02,1335,8
Charging Port,2021-05-03,1650,5
Charging Port,2021-05-04,1321,11
